year,birth_country,category,count,id,country,gdp_nominal,gdp_abbrev,gdp_growth,population,gdp_per_capita,share_of_world_gdp,average_iq,averageIqByCountry_sourceLynnBecker2019,AverageIQ_ICI2017Grade,AverageIQ_ICI2017Score,OverallPisaScore2022,PISAScoresMathScore2022,PISAScoresScienceScore2022,PISAScoresReadingScore2022
1994,Canada,Physics,1,9,Canada,2139840000000,$2.140 trillion,3.40%,38454327,55646,2.13%,99.52,T,A,61.2,1519,497,515,507
1994,Egypt,Peace,1,31,Egypt,476748000000,$477 billion,6.59%,110990103,4295,0.47%,76.32,T,D+,21.6,,,,
1994,Hungary,ChemistryEconomics,2,57,Hungary,178789000000,$179 billion,4.58%,9967308,17938,0.18%,99.24,T,B,50,1432,473,486,473
1994,Israel,Peace,1,27,Israel,522033000000,$522 billion,6.46%,9038309,57758,0.52%,92.43,T,B+,50.1,1397,458,465,474
1994,Japan,Literature,1,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
1994,Poland,Economics,1,21,Poland,688177000000,$688 billion,4.87%,39857145,17266,0.68%,96.35,T,B,45.6,1477,489,499,489
1994,United States,EconomicsMedicinePhysics,4,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
1995,Germany,Medicine,1,4,Germany,4072190000000,$4.072 trillion,1.79%,83369843,48845,4.05%,100.74,T,A,64.2,1447,475,492,480
1995,Mexico,Chemistry,1,14,Mexico,1414190000000,$1.414 trillion,3.06%,127504125,11091,1.41%,87.73,T,C,30.7,1220,395,410,415
1995,Netherlands,Chemistry,1,18,Netherlands,991115000000,$991 billion,4.48%,17564014,56429,0.99%,100.74,T,A-,58.7,1440,493,488,459
1995,Poland,Peace,1,21,Poland,688177000000,$688 billion,4.87%,39857145,17266,0.68%,96.35,T,B,45.6,1477,489,499,489
1995,United Kingdom,Literature,1,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
1995,United States,ChemistryEconomicsMedicinePhysics,6,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
1996,Australia,Medicine,1,12,Australia,1675420000000,$1.675 trillion,3.62%,26177413,64003,1.67%,99.24,T,A,64,1492,487,507,498
1996,Canada,Economics,1,9,Canada,2139840000000,$2.140 trillion,3.40%,38454327,55646,2.13%,99.52,T,A,61.2,1519,497,515,507
1996,Poland,Literature,1,21,Poland,688177000000,$688 billion,4.87%,39857145,17266,0.68%,96.35,T,B,45.6,1477,489,499,489
1996,Switzerland,Medicine,1,20,Switzerland,807706000000,$808 billion,2.06%,8740472,92410,0.80%,99.24,T,A,61.6,1494,508,503,483
1996,United Kingdom,ChemistryEconomics,2,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
1996,United States,ChemistryPhysics,5,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
1997,Algeria,Physics,2,55,Algeria,191913000000,$192 billion,3.10%,44903225,4274,0.19%,76,E,D,19.1,,,,
1997,Canada,Economics,1,9,Canada,2139840000000,$2.140 trillion,3.40%,38454327,55646,2.13%,99.52,T,A,61.2,1519,497,515,507
1997,Denmark,Chemistry,1,39,Denmark,395404000000,$395 billion,3.82%,5882261,67220,0.39%,97.83,T,A,60.3,1472,489,494,489
1997,Italy,Literature,1,10,Italy,2010430000000,$2.010 trillion,3.67%,59037474,34053,2.00%,94.23,T,B,48,1430,471,477,482
1997,United Kingdom,Chemistry,1,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
1997,United States,ChemistryEconomicsMedicinePeacePhysics,6,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
1998,Austria,Chemistry,1,32,Austria,471400000000,$471 billion,5.00%,8939617,52732,0.47%,98.38,T,A-,58.7,1458,487,491,480
1998,China,Physics,1,2,China,17963200000000,$17.963 trillion,2.99%,1425887337,12598,17.86%,104.1,T,B,47.3,1605,552,543,510
1998,Germany,Physics,1,4,Germany,4072190000000,$4.072 trillion,1.79%,83369843,48845,4.05%,100.74,T,A,64.2,1447,475,492,480
1998,India,Economics,1,5,India,3385090000000,$3.385 trillion,7.00%,1417173173,2389,3.37%,76.24,T,C-,29.4,,,,
1998,Portugal,Literature,1,49,Portugal,251945000000,$252 billion,6.69%,10270865,24530,0.25%,92.77,T,B-,44.8,1433,472,484,477
1998,United Kingdom,ChemistryPeace,3,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
1998,United States,MedicinePhysics,4,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
1999,Canada,Economics,1,9,Canada,2139840000000,$2.140 trillion,3.40%,38454327,55646,2.13%,99.52,T,A,61.2,1519,497,515,507
1999,Egypt,Chemistry,1,31,Egypt,476748000000,$477 billion,6.59%,110990103,4295,0.47%,76.32,T,D+,21.6,,,,
1999,Netherlands,Physics,2,18,Netherlands,991115000000,$991 billion,4.48%,17564014,56429,0.99%,100.74,T,A-,58.7,1440,493,488,459
1999,Poland,LiteratureMedicine,3,21,Poland,688177000000,$688 billion,4.87%,39857145,17266,0.68%,96.35,T,B,45.6,1477,489,499,489
2000,Austria,Medicine,1,32,Austria,471400000000,$471 billion,5.00%,8939617,52732,0.47%,98.38,T,A-,58.7,1458,487,491,480
2000,Belarus,Physics,1,76,Belarus,72793457588,$72.79 billion,-4.70%,9534954,7634,0.07%,101.6,T,,,,,,
2000,China,Literature,1,2,China,17963200000000,$17.963 trillion,2.99%,1425887337,12598,17.86%,104.1,T,B,47.3,1605,552,543,510
2000,Germany,Physics,1,4,Germany,4072190000000,$4.072 trillion,1.79%,83369843,48845,4.05%,100.74,T,A,64.2,1447,475,492,480
2000,Japan,Chemistry,1,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2000,New Zealand,Chemistry,1,50,New Zealand,247234000000,$247 billion,2.16%,5185288,47680,0.25%,98.57,T,A-,57.3,1484,479,504,501
2000,South Korea,Peace,1,13,South Korea,1665250000000,$1.665 trillion,2.56%,51815810,32138,1.66%,102.35,T,A-,56.4,1570,527,528,515
2000,Sweden,Medicine,1,23,Sweden,585939000000,$586 billion,2.64%,10549347,55543,0.58%,97,T,A,61.6,1463,482,494,487
2000,United States,ChemistryEconomicsMedicinePhysics,5,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2001,Germany,Physics,1,4,Germany,4072190000000,$4.072 trillion,1.79%,83369843,48845,4.05%,100.74,T,A,64.2,1447,475,492,480
2001,Ghana,Peace,1,75,Ghana,72838798788,$72.84 billion,3.24%,33475870,2176,0.07%,58.16,T,D,17.4,,,,
2001,Japan,Chemistry,1,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2001,Trinidad and Tobago,Literature,1,104,Trinidad and Tobago,27899082337,$27.90 billion,2.48%,1531044,18222,0.03%,85,,,,,,,
2001,United Kingdom,Medicine,2,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2001,United States,ChemistryEconomicsMedicinePhysics,8,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2002,Hungary,Literature,1,57,Hungary,178789000000,$179 billion,4.58%,9967308,17938,0.18%,99.24,T,B,50,1432,473,486,473
2002,Israel,Economics,1,27,Israel,522033000000,$522 billion,6.46%,9038309,57758,0.52%,92.43,T,B+,50.1,1397,458,465,474
2002,Italy,Physics,1,10,Italy,2010430000000,$2.010 trillion,3.67%,59037474,34053,2.00%,94.23,T,B,48,1430,471,477,482
2002,Japan,ChemistryPhysics,2,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2002,South Africa,Medicine,1,37,South Africa,405870000000,$406 billion,2.04%,59893885,6776,0.40%,68.87,T,C,33,,,,
2002,Switzerland,Chemistry,2,20,Switzerland,807706000000,$808 billion,2.06%,8740472,92410,0.80%,99.24,T,A,61.6,1494,508,503,483
2002,United Kingdom,Medicine,1,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2002,United States,ChemistryEconomicsMedicinePeacePhysics,5,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2003,Iran,Peace,1,40,Iran,388544000000,$389 billion,2.75%,88550570,4388,0.39%,80.01,T,C-,25.5,,,,
2003,Russia,PhysicsPhysics,2,8,Russia,2240420000000,$2.240 trillion,-2.07%,144713314,15482,2.23%,96.29,T,B,46.6,,,,
2003,South Africa,Literature,1,37,South Africa,405870000000,$406 billion,2.04%,59893885,6776,0.40%,68.87,T,C,33,,,,
2003,United Kingdom,EconomicsMedicinePhysics,3,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2003,United States,ChemistryEconomicsMedicine,5,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2004,Austria,Literature,1,32,Austria,471400000000,$471 billion,5.00%,8939617,52732,0.47%,98.38,T,A-,58.7,1458,487,491,480
2004,Hungary,Chemistry,1,57,Hungary,178789000000,$179 billion,4.58%,9967308,17938,0.18%,99.24,T,B,50,1432,473,486,473
2004,Israel,Chemistry,1,27,Israel,522033000000,$522 billion,6.46%,9038309,57758,0.52%,92.43,T,B+,50.1,1397,458,465,474
2004,Kenya,Peace,1,65,Kenya,113420000000,$113 billion,4.85%,54027487,2099,0.11%,75.2,T,D,19.3,,,,
2004,Norway,Economics,2,24,Norway,579267000000,$579 billion,3.28%,5434319,106594,0.58%,97.13,T,B+,55,1423,468,478,477
2004,United States,ChemistryEconomicsMedicinePhysics,8,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2005,Australia,Medicine,3,12,Australia,1675420000000,$1.675 trillion,3.62%,26177413,64003,1.67%,99.24,T,A,64,1492,487,507,498
2005,Belgium,Chemistry,1,25,Belgium,578604000000,$579 billion,3.25%,11655930,49640,0.58%,97.49,T,A-,58.7,1459,489,491,479
2005,Egypt,Peace,1,31,Egypt,476748000000,$477 billion,6.59%,110990103,4295,0.47%,76.32,T,D+,21.6,,,,
2005,Germany,EconomicsPhysics,3,4,Germany,4072190000000,$4.072 trillion,1.79%,83369843,48845,4.05%,100.74,T,A,64.2,1447,475,492,480
2005,United Kingdom,Literature,1,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2005,United States,ChemistryEconomicsPhysics,6,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2006,Bangladesh,Peace,1,34,Bangladesh,460201000000,$460 billion,7.10%,171186372,2688,0.46%,74.33,T,D,16.9,,,,
2006,Turkey,Literature,1,19,Turkey,905988000000,$906 billion,5.57%,85341241,10616,0.90%,86.8,T,C,33.4,1385,453,476,456
2006,United States,ChemistryEconomicsMedicinePhysics,6,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2007,France,Physics,2,7,France,2782910000000,$2.783 trillion,2.56%,64626628,43061,2.77%,96.69,T,A-,56.7,1435,474,487,474
2007,Germany,Chemistry,1,4,Germany,4072190000000,$4.072 trillion,1.79%,83369843,48845,4.05%,100.74,T,A,64.2,1447,475,492,480
2007,Iran,Literature,1,40,Iran,388544000000,$389 billion,2.75%,88550570,4388,0.39%,80.01,T,C-,25.5,,,,
2007,Italy,Medicine,2,10,Italy,2010430000000,$2.010 trillion,3.67%,59037474,34053,2.00%,94.23,T,B,48,1430,471,477,482
2007,Russia,Economics,1,8,Russia,2240420000000,$2.240 trillion,-2.07%,144713314,15482,2.23%,96.29,T,B,46.6,,,,
2007,United Kingdom,Medicine,2,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2007,United States,EconomicsPeace,3,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2008,Finland,Peace,1,47,Finland,280826000000,$281 billion,2.08%,5540745,50684,0.28%,101.2,T,A,60.5,1485,484,511,490
2008,France,LiteratureMedicine,3,7,France,2782910000000,$2.783 trillion,2.56%,64626628,43061,2.77%,96.69,T,A-,56.7,1435,474,487,474
2008,Germany,Medicine,1,4,Germany,4072190000000,$4.072 trillion,1.79%,83369843,48845,4.05%,100.74,T,A,64.2,1447,475,492,480
2008,Japan,ChemistryPhysics,6,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2008,United States,ChemistryEconomics,4,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2009,Australia,Medicine,1,12,Australia,1675420000000,$1.675 trillion,3.62%,26177413,64003,1.67%,99.24,T,A,64,1492,487,507,498
2009,Canada,Physics,1,9,Canada,2139840000000,$2.140 trillion,3.40%,38454327,55646,2.13%,99.52,T,A,61.2,1519,497,515,507
2009,China,Physics,2,2,China,17963200000000,$17.963 trillion,2.99%,1425887337,12598,17.86%,104.1,T,B,47.3,1605,552,543,510
2009,India,Chemistry,1,5,India,3385090000000,$3.385 trillion,7.00%,1417173173,2389,3.37%,76.24,T,C-,29.4,,,,
2009,Israel,Chemistry,1,27,Israel,522033000000,$522 billion,6.46%,9038309,57758,0.52%,92.43,T,B+,50.1,1397,458,465,474
2009,Romania,Literature,1,44,Romania,301262000000,$301 billion,4.79%,19659267,15324,0.30%,86.88,T,C+,39.4,1284,428,428,428
2009,United Kingdom,Medicine,3,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2009,United States,ChemistryEconomicsMedicinePeacePhysics,8,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2010,China,ChemistryPeace,2,2,China,17963200000000,$17.963 trillion,2.99%,1425887337,12598,17.86%,104.1,T,B,47.3,1605,552,543,510
2010,Cyprus,Economics,1,103,Cyprus,28439052741,$28.44 billion,5.63%,1251488,22724,0.03%,93.39,T,C+,38.5,1210,418,411,381
2010,Japan,Chemistry,1,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2010,Peru,Literature,1,51,Peru,242632000000,$243 billion,2.68%,34049588,7126,0.24%,81.44,T,C-,28,1207,391,408,408
2010,Russia,Physics,2,8,Russia,2240420000000,$2.240 trillion,-2.07%,144713314,15482,2.23%,96.29,T,B,46.6,,,,
2010,United Kingdom,Medicine,1,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2010,United States,ChemistryEconomics,4,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2011,Canada,Medicine,1,9,Canada,2139840000000,$2.140 trillion,3.40%,38454327,55646,2.13%,99.52,T,A,61.2,1519,497,515,507
2011,Israel,Chemistry,1,27,Israel,522033000000,$522 billion,6.46%,9038309,57758,0.52%,92.43,T,B+,50.1,1397,458,465,474
2011,Liberia,Peace,2,150,Liberia,4001047150,$4.00 billion,4.81%,5302681,755,0.00%,45.07,E,,,,,,
2011,Luxembourg,Medicine,1,69,Luxembourg,82274812251,$82.27 billion,1.55%,647599,127046,0.08%,99.87,E,B+,53.8,,,,
2011,Sweden,Literature,1,23,Sweden,585939000000,$586 billion,2.64%,10549347,55543,0.58%,97,T,A,61.6,1463,482,494,487
2011,United States,EconomicsMedicinePhysics,9,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2012,China,Literature,1,2,China,17963200000000,$17.963 trillion,2.99%,1425887337,12598,17.86%,104.1,T,B,47.3,1605,552,543,510
2012,Japan,Medicine,2,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2012,Morocco,Physics,2,59,Morocco,134182000000,$134 billion,1.08%,37457971,3582,0.13%,67.03,T,D+,22.6,1069,365,365,339
2012,United Kingdom,Medicine,1,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2012,United States,ChemistryEconomicsPhysics,8,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2013,Austria,Chemistry,2,32,Austria,471400000000,$471 billion,5.00%,8939617,52732,0.47%,98.38,T,A-,58.7,1458,487,491,480
2013,Belgium,Physics,1,25,Belgium,578604000000,$579 billion,3.25%,11655930,49640,0.58%,97.49,T,A-,58.7,1459,489,491,479
2013,Canada,Literature,1,9,Canada,2139840000000,$2.140 trillion,3.40%,38454327,55646,2.13%,99.52,T,A,61.2,1519,497,515,507
2013,Germany,Medicine,2,4,Germany,4072190000000,$4.072 trillion,1.79%,83369843,48845,4.05%,100.74,T,A,64.2,1447,475,492,480
2013,Israel,Chemistry,1,27,Israel,522033000000,$522 billion,6.46%,9038309,57758,0.52%,92.43,T,B+,50.1,1397,458,465,474
2013,South Africa,Chemistry,1,37,South Africa,405870000000,$406 billion,2.04%,59893885,6776,0.40%,68.87,T,C,33,,,,
2013,United Kingdom,Physics,1,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2013,United States,EconomicsMedicine,6,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2014,France,EconomicsLiterature,2,7,France,2782910000000,$2.783 trillion,2.56%,64626628,43061,2.77%,96.69,T,A-,56.7,1435,474,487,474
2014,India,Peace,1,5,India,3385090000000,$3.385 trillion,7.00%,1417173173,2389,3.37%,76.24,T,C-,29.4,,,,
2014,Japan,Physics,4,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2014,Norway,Medicine,2,24,Norway,579267000000,$579 billion,3.28%,5434319,106594,0.58%,97.13,T,B+,55,1423,468,478,477
2014,Pakistan,Peace,1,41,Pakistan,376533000000,$377 billion,6.19%,235824862,1597,0.37%,80,T,D,19.6,,,,
2014,Romania,Chemistry,2,44,Romania,301262000000,$301 billion,4.79%,19659267,15324,0.30%,86.88,T,C+,39.4,1284,428,428,428
2014,United States,ChemistryMedicine,3,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2015,Canada,Physics,1,9,Canada,2139840000000,$2.140 trillion,3.40%,38454327,55646,2.13%,99.52,T,A,61.2,1519,497,515,507
2015,China,Medicine,1,2,China,17963200000000,$17.963 trillion,2.99%,1425887337,12598,17.86%,104.1,T,B,47.3,1605,552,543,510
2015,Ireland,Medicine,1,26,Ireland,529245000000,$529 billion,11.97%,5023109,105362,0.53%,95.13,T,B+,53.6,1512,492,504,516
2015,Japan,MedicinePhysics,2,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2015,Sweden,Chemistry,2,23,Sweden,585939000000,$586 billion,2.64%,10549347,55543,0.58%,97,T,A,61.6,1463,482,494,487
2015,Turkey,Chemistry,1,19,Turkey,905988000000,$906 billion,5.57%,85341241,10616,0.90%,86.8,T,C,33.4,1385,453,476,456
2015,Ukraine,Literature,1,58,Ukraine,160503000000,$161 billion,-29.10%,39701739,4043,0.16%,90.07,T,C+,38.3,1319,441,450,428
2015,United Kingdom,Economics,1,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2015,United States,Chemistry,2,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504
2016,Colombia,Peace,1,43,Colombia,343939000000,$344 billion,7.50%,51874024,6630,0.34%,83.13,T,C-,27.9,1203,383,411,409
2016,Finland,Economics,1,47,Finland,280826000000,$281 billion,2.08%,5540745,50684,0.28%,101.2,T,A,60.5,1485,484,511,490
2016,France,Chemistry,1,7,France,2782910000000,$2.783 trillion,2.56%,64626628,43061,2.77%,96.69,T,A-,56.7,1435,474,487,474
2016,Japan,Medicine,1,3,Japan,4231140000000,$4.231 trillion,1.03%,123951692,34135,4.21%,106.48,T,A-,58.9,1599,536,547,516
2016,Netherlands,Chemistry,1,18,Netherlands,991115000000,$991 billion,4.48%,17564014,56429,0.99%,100.74,T,A-,58.7,1440,493,488,459
2016,United Kingdom,ChemistryEconomicsPhysics,5,6,United Kingdom,3070670000000,$3.071 trillion,4.10%,67508936,45485,3.05%,99.12,T,A,64.2,1483,489,500,494
2016,United States,Literature,1,1,United States,25462700000000,$25.463 trillion,2.06%,338289857,75269,25.32%,97.43,T,A+,74.9,1468,465,499,504